,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
1901,McLean County          ,505.3 ,73,stable,-8.8 ,38,450.9, 565.0,-23.9, 9.3
1902,Traill County          ,501.4 ,53,stable,-0.5 ,38,439.9, 569.5,-16.4, 18.4
1903,Rolette County          ,496.2 ,67,stable,2.1 ,38,443.1, 553.9,-14.2, 21.4
1904,Mountrail County          ,485.8 ,46,stable,7.4 ,38,422.8, 555.4,-5.7, 22.2
1905,Cass County          ,480.9 ,736,stable,0.2 ,38,465.0, 497.2,-4.0, 4.7
1906,Dickey County          ,474.6 ,35,stable,0.0 ,38,403.2, 556.2,-18.0, 22.0
1907,Mercer County          ,471.5 ,56,stable,2.9 ,38,415.2, 534.0,-19.6, 31.6
1908,Foster County          ,470.4 ,23,falling,-16.5 ,38,383.4, 573.2,-27.3, -4.2
1909,Barnes County          ,462.6 ,73,stable,-4.7 ,38,413.7, 516.1,-11.5, 2.6
1910,McIntosh County          ,461.9 ,22,stable,-6.0 ,38,367.6, 577.0,-36.2, 38.5
1911,Burleigh County          ,460.2 ,473,stable,-3.0 ,38,441.3, 479.7,-7.7, 1.9
1912,Wells County          ,459.8 ,34,stable,9.1 ,38,385.6, 546.6,-17.8, 44.6
1913,Ward County          ,457.2 ,298,stable,1.7 ,38,433.8, 481.5,-8.4, 12.9
1914,Grand Forks County          ,456.8 ,293,stable,1.8 ,38,432.9, 481.6,-5.8, 10.0
1915,Bowman County          ,456.3 ,22,stable,-16.2 ,38,371.7, 556.7,-45.3, 28.3
1916,Bottineau County          ,454.7 ,47,stable,-1.1 ,38,395.3, 521.6,-20.3, 22.9
1917,McHenry County          ,454.5 ,37,stable,-2.1 ,38,388.1, 529.8,-17.2, 15.7
1918,Richland County          ,449.1 ,92,stable,7.2 ,38,407.5, 494.1,-4.4, 20.2
1919,Pembina County          ,446.7 ,48,stable,-1.9 ,38,387.5, 513.4,-14.5, 12.6
1920,Adams County          ,445.5 ,18,stable,-0.5 ,38,348.3, 565.3,-8.4, 8.1
1921,Cavalier County          ,441.2 ,29,stable,0.6 ,38,365.0, 531.0,-14.5, 18.4
1922,Grant County          ,440.9 ,20,stable,-13.4 ,38,351.6, 551.7,-26.5, 2.0
1923,Stutsman County          ,438.3 ,121,stable,-8.3 ,38,402.6, 476.5,-17.3, 1.6
1924,Burke County          ,433.1 ,13,stable,2.8 ,38,326.9, 564.3,-26.7, 44.1
1925,Walsh County          ,426.0 ,69,stable,-1.6 ,38,380.0, 476.6,-16.4, 15.8
1926,Stark County          ,419.4 ,132,stable,-6.2 ,38,387.0, 453.8,-14.2, 2.4
1927,Hettinger County          ,417.2 ,17,stable,-7.4 ,38,329.9, 523.7,-22.3, 10.4
1928,Benson County          ,411.0 ,28,stable,6.0 ,38,344.5, 486.6,-15.1, 32.4
1929,Ramsey County          ,407.4 ,66,stable,2.7 ,38,363.1, 456.0,-10.7, 18.0
1930,Pierce County          ,407.2 ,28,stable,15.1 ,38,336.6, 489.7,-8.5, 44.8
1931,LaMoure County          ,406.9 ,29,stable,-3.9 ,38,338.9, 487.2,-21.9, 18.4
1932,Sioux County          ,395.3 ,12,stable,-0.8 ,38,296.6, 514.7,-31.6, 44.1
1933,Steele County          ,395.1 ,12,stable,10.6 ,38,298.1, 519.0,-17.9, 49.1
1934,Eddy County          ,394.9 ,15,stable,-5.5 ,38,305.6, 506.5,-42.0, 54.1
1935,Griggs County          ,393.2 ,15,stable,3.5 ,38,296.1, 516.1,-35.9, 67.2
1936,Williams County          ,385.8 ,110,stable,-2.6 ,38,353.2, 420.6,-5.4, 0.4
1937,Logan County          ,380.1 ,12,stable,-6.5 ,38,280.9, 508.0,-41.0, 48.0
1938,Emmons County          ,377.3 ,24,stable,3.7 ,38,307.3, 462.4,-22.8, 39.4
1939,Nelson County          ,369.9 ,22,stable,7.5 ,38,299.7, 456.6,-16.4, 38.2
1940,Towner County          ,350.0 ,14,stable,-9.6 ,38,269.9, 452.8,-24.0, 7.7
1941,Dunn County          ,346.5 ,17,stable,4.5 ,38,273.7, 433.0,-18.9, 34.8
1942,McKenzie County          ,301.1 ,30,stable,-1.3 ,38,252.5, 356.1,-21.1, 23.4
1943,Divide County          ,263.3 ,10,stable,19.0 ,38,189.1, 360.7,-34.1, 114.9
1944,Billings County         ,*,3 or fewer,*,*,38,,,,
1945,Slope County         ,*,3 or fewer,*,*,38,,,,
1946,Vinton County          ,555.5 ,91,stable,5.4 ,39,504.1, 611.1,-0.7, 11.8
1947,Muskingum County          ,509.6 ,547,stable,-0.3 ,39,490.2, 529.6,-4.1, 3.6
1948,Pike County          ,506.3 ,179,stable,0.4 ,39,472.9, 541.6,-10.9, 13.0
1949,Morrow County          ,505.0 ,218,stable,0.9 ,39,474.7, 536.9,-5.6, 7.8
1950,Washington County          ,500.4 ,427,stable,3.0 ,39,478.6, 523.1,-0.3, 6.5
1951,Adams County          ,497.9 ,175,stable,2.6 ,39,464.5, 533.1,-2.5, 7.8
1952,Erie County          ,497.3 ,533,stable,-2.1 ,39,477.7, 517.5,-4.7, 0.5
1953,Logan County          ,492.9 ,282,stable,1.1 ,39,466.8, 520.2,-1.7, 3.8
1954,Lawrence County          ,491.0 ,388,stable,5.6 ,39,468.9, 514.0,-7.7, 20.9
1955,Union County          ,490.9 ,264,stable,-1.9 ,39,464.1, 519.0,-13.8, 11.7
1956,Scioto County          ,490.7 ,478,stable,-1.7 ,39,470.8, 511.4,-3.7, 0.3
1957,Jackson County          ,487.9 ,192,stable,4.3 ,39,456.8, 520.7,-6.7, 16.7
1958,Ottawa County          ,486.3 ,313,stable,0.4 ,39,461.0, 512.8,-2.8, 3.7
1959,Guernsey County          ,485.1 ,253,stable,1.6 ,39,457.9, 513.7,-1.9, 5.3
1960,Knox County          ,483.9 ,364,stable,-0.2 ,39,461.2, 507.4,-4.8, 4.7
1961,Hardin County          ,482.5 ,171,rising,9.6 ,39,449.9, 516.9,0.8, 19.1
1962,Ross County          ,478.2 ,453,stable,0.9 ,39,458.3, 498.8,-7.6, 10.2
1963,Lake County          ,477.1 ,"1,471",stable,-1.6 ,39,465.8, 488.5,-4.8, 1.7
1964,Clark County          ,476.4 ,845,stable,0.6 ,39,461.7, 491.6,-1.0, 2.3
1965,Licking County          ,476.3 ,970,stable,3.1 ,39,462.7, 490.3,-3.6, 10.3
1966,Cuyahoga County          ,476.3 ,"7,678",stable,-0.8 ,39,471.4, 481.2,-2.3, 0.7
1967,Fayette County          ,476.1 ,173,stable,4.9 ,39,444.1, 509.8,-0.6, 10.7
1968,Brown County          ,475.5 ,269,stable,-2.1 ,39,449.8, 502.3,-4.8, 0.7
1969,Allen County          ,475.5 ,606,stable,1.3 ,39,458.1, 493.3,-2.4, 5.1
1970,Sandusky County          ,474.7 ,368,stable,3.7 ,39,452.6, 497.6,-1.8, 9.6
1971,Medina County          ,474.6 ,"1,022",stable,0.5 ,39,461.3, 488.1,-0.5, 1.5
1972,Champaign County          ,474.3 ,234,stable,3.2 ,39,446.8, 503.2,-3.7, 10.6
1973,Pickaway County          ,474.2 ,313,stable,2.6 ,39,450.6, 498.7,-2.0, 7.4
1974,Preble County          ,473.7 ,254,stable,0.3 ,39,447.2, 501.5,-10.3, 12.1
1975,Portage County          ,473.4 ,882,rising,1.9 ,39,459.1, 488.0,1.1, 2.6
1976,Meigs County          ,471.6 ,147,stable,4.4 ,39,437.0, 508.5,-1.9, 11.1
1977,Perry County          ,471.1 ,200,stable,-0.2 ,39,441.5, 502.1,-1.9, 1.6
1978,Clermont County          ,470.0 ,"1,104",stable,-0.5 ,39,457.3, 483.0,-6.1, 5.4
1979,Hamilton County          ,469.1 ,"4,320",stable,-0.8 ,39,462.7, 475.5,-4.7, 3.1
1980,Huron County          ,468.2 ,325,stable,2.8 ,39,445.2, 492.2,-6.9, 13.5
1981,Marion County          ,467.6 ,385,stable,1.8 ,39,446.4, 489.6,-1.6, 5.3
1982,Lucas County          ,467.6 ,"2,375",stable,-0.8 ,39,459.0, 476.3,-4.1, 2.6
1983,Clinton County          ,466.7 ,234,stable,-0.3 ,39,439.7, 495.1,-1.6, 1.1
1984,Montgomery County          ,466.0 ,"3,115",stable,1.2 ,39,458.5, 473.6,-0.4, 2.9
1985,Coshocton County          ,466.0 ,225,stable,5.0 ,39,438.3, 495.0,-1.5, 11.8
1986,Franklin County          ,465.0 ,"5,521",stable,0.7 ,39,459.4, 470.7,-1.0, 2.5
1987,Lorain County          ,464.8 ,"1,777",stable,0.0 ,39,454.9, 474.8,-2.7, 2.8
1988,Jefferson County          ,464.5 ,446,stable,0.4 ,39,444.4, 485.3,-2.8, 3.7
1989,Ashland County          ,464.2 ,314,stable,-0.6 ,39,440.7, 488.6,-13.0, 13.7
1990,Richland County          ,461.8 ,751,stable,1.6 ,39,446.7, 477.3,-2.2, 5.5
1991,Trumbull County          ,459.5 ,"1,326",stable,-0.2 ,39,448.1, 471.2,-5.5, 5.3
1992,Henry County          ,459.4 ,162,stable,1.1 ,39,427.4, 493.4,-13.6, 18.3
1993,Highland County          ,459.2 ,247,stable,4.7 ,39,433.3, 486.2,-2.9, 13.0
1994,Mercer County          ,457.6 ,236,stable,-0.5 ,39,430.9, 485.5,-8.1, 7.7
1995,Crawford County          ,456.7 ,270,stable,0.3 ,39,431.9, 482.8,-2.6, 3.3
1996,Fairfield County          ,454.6 ,786,stable,1.3 ,39,440.2, 469.3,-2.8, 5.6
1997,Athens County          ,453.9 ,275,stable,0.1 ,39,429.5, 479.4,-5.7, 6.2
1998,Hocking County          ,453.6 ,169,stable,0.3 ,39,422.6, 486.3,-9.1, 10.8
1999,Darke County          ,453.1 ,313,stable,-6.0 ,39,430.1, 477.0,-13.4, 2.0
2000,Gallia County          ,453.0 ,180,stable,7.8 ,39,423.0, 484.7,-2.1, 18.8
2001,Carroll County          ,452.0 ,179,stable,0.5 ,39,421.6, 484.3,-3.4, 4.5
2002,Hancock County          ,451.3 ,412,stable,1.7 ,39,431.5, 471.8,-4.1, 7.9
2003,Madison County          ,451.2 ,226,stable,1.6 ,39,424.9, 478.8,-2.8, 6.2
2004,Wood County          ,451.1 ,633,stable,-0.1 ,39,435.1, 467.6,-7.2, 7.5
2005,Stark County          ,451.1 ,"2,234",stable,0.4 ,39,442.5, 459.8,-4.1, 5.2
2006,Warren County          ,450.6 ,"1,081",stable,-1.6 ,39,438.4, 463.0,-7.0, 4.1
2007,Wyandot County          ,450.2 ,131,stable,-2.4 ,39,415.4, 487.3,-10.7, 6.7
2008,Ashtabula County          ,449.9 ,583,stable,-3.7 ,39,433.2, 467.2,-7.5, 0.3
2009,Summit County          ,449.9 ,"3,068",stable,0.9 ,39,442.6, 457.3,-0.8, 2.6
2010,Van Wert County          ,449.7 ,167,stable,-2.2 ,39,418.8, 482.4,-7.3, 3.0
2011,Auglaize County          ,449.6 ,262,stable,-1.8 ,39,424.9, 475.5,-8.6, 5.4
2012,Butler County          ,449.5 ,"1,821",falling,-2.6 ,39,440.1, 459.0,-5.1, -0.1
2013,Delaware County          ,447.8 ,865,stable,0.5 ,39,434.1, 461.8,-4.1, 5.2
2014,Fulton County          ,446.5 ,234,rising,5.2 ,39,420.5, 473.8,0.8, 9.8
2015,Paulding County          ,445.0 ,107,stable,2.9 ,39,407.0, 485.9,-5.7, 12.3
2016,Morgan County          ,443.6 ,92,stable,2.1 ,39,402.4, 488.2,-1.2, 5.4
2017,Tuscarawas County          ,442.1 ,544,stable,0.1 ,39,425.1, 459.6,-7.4, 8.3
2018,Columbiana County          ,441.9 ,637,stable,-0.2 ,39,426.1, 458.2,-5.8, 5.7
2019,Seneca County          ,440.7 ,308,stable,-3.0 ,39,418.2, 464.2,-10.1, 4.6
2020,Greene County          ,440.3 ,866,stable,-0.3 ,39,426.9, 454.0,-2.5, 2.0
2021,Miami County          ,440.2 ,585,stable,0.2 ,39,423.9, 457.0,-4.5, 5.1
2022,Geauga County          ,436.7 ,553,stable,2.5 ,39,419.8, 454.2,-1.3, 6.4
2023,Defiance County          ,436.3 ,212,stable,-0.7 ,39,409.7, 464.3,-10.9, 10.6
2024,Mahoning County          ,434.5 ,"1,424",stable,0.0 ,39,424.0, 445.2,-5.2, 5.6
2025,Wayne County          ,434.0 ,613,stable,0.4 ,39,418.3, 450.1,-2.6, 3.4
2026,Putnam County          ,431.3 ,179,stable,4.8 ,39,402.7, 461.5,-2.3, 12.3
2027,Monroe County          ,413.8 ,88,stable,8.7 ,39,374.0, 457.1,-8.5, 29.1
2028,Shelby County          ,411.6 ,239,stable,4.1 ,39,388.0, 436.3,-4.7, 13.7
2029,Williams County          ,402.3 ,197,stable,1.4 ,39,376.9, 429.2,-2.9, 5.9
2030,Belmont County          ,388.1 ,378,stable,6.5 ,39,370.1, 406.8,-6.6, 21.5
2031,Harrison County          ,383.5 ,88,stable,4.6 ,39,347.0, 423.3,-13.2, 26.1
2032,Holmes County          ,374.8 ,160,stable,1.4 ,39,348.9, 402.1,-8.5, 12.3
2033,Noble County          ,332.5 ,74,stable,-3.1 ,39,295.4, 373.5,-13.5, 8.5
2034,Kiowa County          ,540.1 ,67,stable,-4.0 ,40,481.4, 604.6,-19.5, 14.6
2035,Garvin County          ,516.9 ,180,stable,-3.7 ,40,482.8, 552.9,-13.3, 6.9
2036,Cimarron County          ,506.9 ,16,stable,-4.5 ,40,390.9, 648.4,-17.8, 11.0
2037,Okmulgee County          ,506.5 ,252,stable,0.2 ,40,478.1, 536.2,-6.1, 6.9
2038,Creek County          ,504.9 ,450,stable,-0.2 ,40,483.7, 526.8,-8.7, 9.0
2039,Harper County          ,500.5 ,24,stable,0.6 ,40,411.8, 603.5,-24.7, 34.5
2040,Muskogee County          ,500.0 ,423,stable,-0.5 ,40,478.4, 522.3,-9.0, 8.7
2041,McClain County          ,498.4 ,212,stable,-0.1 ,40,468.2, 530.2,-4.6, 4.5
2042,Harmon County          ,497.0 ,19,stable,10.2 ,40,397.9, 614.9,-8.6, 32.8
2043,Love County          ,496.6 ,62,stable,3.2 ,40,441.2, 557.3,-13.8, 23.5
2044,Greer County          ,494.2 ,38,stable,5.2 ,40,425.6, 571.4,-8.7, 21.3
2045,Craig County          ,491.2 ,98,stable,3.4 ,40,447.5, 538.3,-6.3, 14.2
2046,Kingfisher County          ,490.5 ,90,stable,6.5 ,40,445.3, 539.2,-5.5, 20.0
2047,Hughes County          ,482.0 ,88,stable,-1.6 ,40,437.0, 530.7,-15.7, 14.9
2048,Murray County          ,480.7 ,90,stable,-5.1 ,40,436.0, 529.1,-16.7, 8.2
2049,Tulsa County          ,480.4 ,"3,210",stable,1.8 ,40,472.9, 488.1,-0.2, 3.8
2050,Carter County          ,476.6 ,278,stable,-1.3 ,40,451.3, 502.9,-6.7, 4.3
2051,McCurtain County          ,469.9 ,195,stable,-9.2 ,40,440.1, 501.3,-20.9, 4.2
2052,Oklahoma County          ,468.5 ,"3,699",stable,0.7 ,40,461.7, 475.5,-6.0, 7.9
2053,Tillman County          ,467.0 ,49,stable,-0.9 ,40,408.2, 532.5,-17.3, 18.8
2054,Jackson County          ,466.7 ,130,stable,-1.3 ,40,430.9, 504.7,-9.8, 7.9
2055,Okfuskee County          ,466.7 ,72,stable,-1.7 ,40,418.7, 518.9,-16.5, 15.6
2056,Caddo County          ,465.6 ,164,stable,1.5 ,40,433.7, 499.4,-13.1, 18.6
2057,Logan County          ,465.3 ,237,stable,-4.9 ,40,438.4, 493.4,-23.2, 17.9
2058,Stephens County          ,463.2 ,274,stable,1.4 ,40,438.2, 489.4,-6.5, 9.9
2059,Kay County          ,462.8 ,271,stable,3.4 ,40,437.6, 489.1,-6.4, 14.3
2060,Pontotoc County          ,462.5 ,206,stable,0.6 ,40,434.1, 492.3,-5.7, 7.2
2061,Pawnee County          ,462.4 ,100,stable,-0.5 ,40,421.2, 506.8,-11.0, 11.2
2062,Ottawa County          ,459.7 ,183,rising,8.2 ,40,429.5, 491.6,0.2, 16.8
2063,Jefferson County          ,457.3 ,41,stable,2.8 ,40,394.0, 528.7,-12.3, 20.5
2064,Marshall County          ,456.5 ,107,stable,-1.7 ,40,416.7, 499.3,-16.2, 15.3
2065,Noble County          ,450.2 ,67,stable,-1.8 ,40,402.0, 502.8,-15.5, 14.3
2066,Blaine County          ,449.2 ,59,stable,-0.8 ,40,397.7, 506.0,-8.9, 8.0
2067,Bryan County          ,449.0 ,243,falling,-4.1 ,40,423.4, 475.8,-8.0, -0.1
2068,Cotton County          ,448.9 ,36,stable,-1.2 ,40,383.6, 522.9,-15.1, 15.0
2069,Pottawatomie County          ,448.9 ,375,stable,-0.6 ,40,428.3, 470.1,-5.8, 4.9
2070,Rogers County          ,448.7 ,474,stable,1.2 ,40,430.4, 467.6,-5.1, 7.9
2071,Choctaw County          ,447.1 ,92,stable,-1.7 ,40,405.7, 491.9,-6.4, 3.3
2072,Beckham County          ,447.0 ,107,stable,4.2 ,40,409.4, 487.2,-0.6, 9.3
2073,Nowata County          ,445.1 ,64,stable,3.8 ,40,396.1, 499.1,-15.0, 26.8
2074,Garfield County          ,444.9 ,322,stable,-3.6 ,40,422.9, 467.7,-13.9, 7.9
2075,Seminole County          ,444.2 ,142,stable,-3.8 ,40,411.4, 479.1,-10.3, 3.1
2076,Grant County          ,443.9 ,29,stable,0.8 ,40,371.1, 528.3,-15.6, 20.3
2077,Mayes County          ,442.8 ,231,stable,2.7 ,40,416.8, 470.1,-1.4, 6.9
2078,Woods County          ,442.8 ,47,stable,-1.2 ,40,386.3, 505.5,-10.4, 9.0
2079,Comanche County          ,442.4 ,521,falling,-1.0 ,40,425.3, 460.0,-1.6, -0.4
2080,Washington County          ,441.8 ,307,stable,-2.3 ,40,419.2, 465.3,-9.2, 5.2
2081,Alfalfa County          ,440.8 ,37,stable,2.6 ,40,378.3, 511.8,-15.8, 24.9
2082,Canadian County          ,439.4 ,576,stable,-3.5 ,40,423.2, 456.1,-10.7, 4.2
2083,Cherokee County          ,438.5 ,238,stable,-2.3 ,40,413.2, 464.9,-13.8, 10.8
2084,Cleveland County          ,429.2 ,"1,135",stable,-3.0 ,40,417.9, 440.8,-11.3, 6.2
2085,Major County          ,427.2 ,45,stable,0.6 ,40,371.0, 490.1,-17.7, 23.0
2086,Payne County          ,422.8 ,297,stable,-5.0 ,40,401.1, 445.3,-11.2, 1.6
2087,Pittsburg County          ,422.8 ,255,stable,1.3 ,40,399.2, 447.5,-6.6, 9.9
2088,Grady County          ,421.4 ,268,stable,-1.3 ,40,398.6, 445.2,-12.3, 11.1
2089,Dewey County          ,420.1 ,29,stable,-6.9 ,40,353.4, 497.0,-15.5, 2.7
2090,Custer County          ,419.1 ,121,falling,-4.0 ,40,385.7, 454.7,-7.4, -0.5
2091,Wagoner County          ,415.8 ,367,stable,-1.6 ,40,396.4, 435.9,-8.1, 5.4
2092,McIntosh County          ,414.0 ,133,stable,2.3 ,40,380.8, 449.7,-4.7, 9.9
2093,Ellis County          ,414.0 ,25,stable,5.1 ,40,341.8, 498.6,-24.7, 46.8
2094,Texas County          ,413.6 ,83,stable,-4.8 ,40,374.0, 456.1,-17.4, 9.8
2095,Lincoln County          ,412.8 ,185,stable,1.9 ,40,385.9, 441.4,-6.5, 11.1
2096,Atoka County          ,409.7 ,76,stable,-8.4 ,40,368.6, 454.6,-22.9, 8.9
2097,Adair County          ,408.0 ,103,stable,4.1 ,40,372.7, 445.8,-17.0, 30.6
2098,Sequoyah County          ,405.3 ,215,stable,7.8 ,40,380.8, 431.1,-9.9, 29.1
2099,Delaware County          ,404.2 ,262,stable,-1.6 ,40,381.1, 428.6,-14.8, 13.6
2100,Coal County          ,399.3 ,32,falling,-5.0 ,40,338.0, 469.4,-9.2, -0.6
2101,Haskell County          ,395.5 ,68,stable,2.5 ,40,353.1, 442.0,-10.2, 16.9
2102,Johnston County          ,393.8 ,56,stable,-3.1 ,40,348.0, 444.4,-13.9, 9.0
2103,Latimer County          ,393.3 ,58,stable,8.6 ,40,347.3, 444.1,-2.7, 21.3
2104,Woodward County          ,390.3 ,91,stable,1.7 ,40,354.8, 428.3,-15.5, 22.2
2105,Osage County          ,387.1 ,242,stable,-3.7 ,40,364.8, 410.5,-22.0, 18.9
2106,Roger Mills County          ,380.6 ,18,stable,7.3 ,40,302.7, 473.3,-16.4, 37.6
2107,Washita County          ,378.9 ,54,stable,4.2 ,40,333.7, 428.7,-11.2, 22.1
2108,Le Flore County          ,376.3 ,232,stable,7.6 ,40,354.3, 399.3,-7.2, 24.8
2109,Pushmataha County          ,375.2 ,64,stable,12.1 ,40,333.0, 421.8,-6.5, 34.4
2110,Beaver County          ,352.0 ,25,stable,-4.5 ,40,290.1, 423.9,-8.8, 0.0
2111,Sherman County          ,530.4 ,15,stable,-6.0 ,41,407.5, 684.5,-30.8, 27.7
2112,Wheeler County          ,478.2 ,13,stable,-6.5 ,41,353.8, 645.1,-28.1, 21.6
2113,Crook County          ,467.0 ,155,stable,-2.9 ,41,431.7, 504.7,-18.2, 15.3
2114,Clatsop County          ,464.0 ,246,stable,-3.6 ,41,436.9, 492.5,-10.5, 3.8
2115,Clackamas County          ,461.2 ,"2,257",stable,-1.1 ,41,452.4, 470.1,-3.7, 1.6
2116,Marion County          ,458.4 ,"1,675",stable,-0.1 ,41,448.5, 468.6,-6.1, 6.3
2117,Multnomah County          ,456.6 ,"3,636",stable,-1.8 ,41,449.8, 463.6,-4.1, 0.6
2118,Polk County          ,453.7 ,430,stable,-1.2 ,41,434.2, 474.0,-6.6, 4.6
2119,Klamath County          ,449.4 ,403,stable,-0.6 ,41,429.0, 470.5,-10.1, 9.8
2120,Josephine County          ,443.5 ,610,stable,-4.8 ,41,426.6, 461.0,-9.9, 0.7
2121,Yamhill County          ,439.5 ,531,stable,0.3 ,41,422.5, 457.1,-6.7, 7.9
2122,Columbia County          ,438.5 ,291,stable,-3.7 ,41,415.3, 462.8,-15.6, 9.9
2123,Jefferson County          ,430.4 ,121,stable,-1.0 ,41,395.3, 467.9,-10.1, 9.1
2124,Coos County          ,430.1 ,435,stable,-2.4 ,41,410.8, 450.1,-9.4, 5.2
2125,Linn County          ,429.4 ,665,falling,-4.7 ,41,414.5, 444.7,-8.0, -1.4
2126,Lincoln County          ,425.0 ,343,stable,-2.7 ,41,403.2, 447.8,-11.2, 6.6
2127,Wasco County          ,423.7 ,152,stable,-4.6 ,41,392.8, 456.6,-18.9, 12.3
2128,Jackson County          ,423.0 ,"1,264",stable,-2.3 ,41,412.2, 434.2,-5.2, 0.7
2129,Washington County          ,421.5 ,"2,381",stable,-1.5 ,41,413.7, 429.3,-3.4, 0.5
2130,Deschutes County          ,420.3 ,947,stable,-5.2 ,41,407.9, 433.0,-13.0, 3.3
2131,Gilliam County          ,417.3 ,13,stable,7.4 ,41,314.5, 548.4,-20.3, 44.7
2132,Umatilla County          ,417.3 ,358,stable,-2.3 ,41,397.8, 437.5,-7.7, 3.5
2133,Union County          ,410.5 ,139,stable,-4.9 ,41,379.0, 444.1,-15.3, 6.8
2134,Douglas County          ,408.3 ,697,stable,-3.6 ,41,393.8, 423.2,-18.0, 13.3
2135,Tillamook County          ,400.4 ,166,stable,-3.3 ,41,371.5, 431.2,-9.7, 3.5
2136,Hood River County          ,391.8 ,100,stable,0.3 ,41,357.4, 428.7,-6.3, 7.4
2137,Benton County          ,389.5 ,368,falling,-7.5 ,41,371.1, 408.6,-11.9, -3.0
2138,Lane County          ,386.5 ,"1,785",stable,-2.4 ,41,378.2, 395.0,-7.2, 2.7
2139,Morrow County          ,378.0 ,50,stable,-3.1 ,41,331.1, 429.9,-21.4, 19.5
2140,Curry County          ,373.8 ,162,stable,0.6 ,41,344.8, 405.3,-12.0, 14.9
2141,Grant County          ,357.3 ,42,stable,-12.6 ,41,304.6, 417.6,-31.6, 11.8
2142,Lake County          ,352.4 ,45,stable,-2.3 ,41,305.6, 405.5,-19.2, 18.1
2143,Wallowa County          ,351.6 ,42,stable,-11.2 ,41,300.5, 410.4,-26.3, 6.9
2144,Baker County          ,351.5 ,92,stable,-15.0 ,41,317.7, 388.4,-31.9, 6.1
2145,Malheur County          ,344.2 ,125,stable,-10.8 ,41,317.2, 373.0,-28.8, 11.8
2146,Harney County          ,326.6 ,37,stable,4.3 ,41,278.5, 381.8,-9.5, 20.2
2147,Montour County          ,553.1 ,143,stable,1.2 ,42,511.2, 597.7,-5.3, 8.2
2148,Elk County          ,529.7 ,241,stable,2.4 ,42,498.6, 562.4,-3.4, 8.6
2149,Northampton County          ,528.0 ,"2,063",stable,-0.9 ,42,517.5, 538.6,-3.2, 1.4
2150,Sullivan County          ,518.0 ,59,falling,-7.8 ,42,456.0, 588.3,-13.9, -1.1
2151,Wyoming County          ,510.2 ,194,stable,-1.9 ,42,477.1, 545.1,-10.6, 7.8
2152,Philadelphia County          ,509.9 ,"8,288",falling,-1.5 ,42,504.9, 515.0,-2.9, -0.1
2153,Luzerne County          ,508.6 ,"2,221",stable,0.5 ,42,498.8, 518.5,-1.2, 2.2
2154,Washington County          ,507.5 ,"1,467",stable,0.7 ,42,495.5, 519.8,-1.1, 2.6
2155,Delaware County          ,507.1 ,"3,422",stable,0.7 ,42,499.3, 514.9,-1.7, 3.2
2156,Lycoming County          ,507.0 ,763,stable,-0.4 ,42,490.5, 524.0,-3.5, 2.7
2157,Columbia County          ,505.5 ,434,stable,-1.8 ,42,483.7, 528.2,-3.7, 0.0
2158,Schuylkill County          ,505.4 ,"1,030",stable,-0.6 ,42,491.3, 519.9,-4.3, 3.2
2159,Cameron County          ,502.4 ,41,stable,-3.8 ,42,430.2, 585.2,-16.5, 10.9
2160,Lehigh County          ,502.2 ,"2,180",stable,-0.7 ,42,492.6, 512.0,-4.6, 3.4
2161,Mercer County          ,501.9 ,812,stable,1.0 ,42,485.9, 518.4,-1.8, 3.8
2162,Crawford County          ,499.4 ,590,stable,0.0 ,42,480.9, 518.6,-3.2, 3.3
2163,Northumberland County          ,495.6 ,655,stable,-0.4 ,42,478.1, 513.7,-3.2, 2.5
2164,Beaver County          ,495.2 ,"1,193",stable,-1.8 ,42,482.2, 508.6,-3.8, 0.1
2165,Bucks County          ,494.4 ,"4,042",stable,-0.4 ,42,487.3, 501.5,-2.6, 1.9
2166,Butler County          ,494.3 ,"1,187",stable,1.0 ,42,481.4, 507.5,-1.4, 3.5
2167,Allegheny County          ,493.5 ,"7,980",stable,-0.9 ,42,488.5, 498.6,-2.3, 0.5
2168,Venango County          ,492.9 ,381,stable,-1.6 ,42,469.8, 516.9,-3.9, 0.8
2169,Armstrong County          ,492.6 ,483,stable,1.0 ,42,472.3, 513.7,-4.3, 6.6
2170,Adams County          ,491.7 ,670,stable,0.0 ,42,474.6, 509.2,-7.4, 8.0
2171,Carbon County          ,490.0 ,451,falling,-2.7 ,42,469.2, 511.6,-5.2, -0.1
2172,Lawrence County          ,489.4 ,627,stable,1.8 ,42,471.6, 507.9,-2.0, 5.8
2173,York County          ,488.1 ,"2,652",stable,-0.1 ,42,479.7, 496.7,-2.4, 2.2
2174,Warren County          ,487.6 ,293,stable,-2.4 ,42,461.7, 514.8,-9.9, 5.7
2175,Somerset County          ,486.0 ,540,stable,-3.0 ,42,467.0, 505.5,-6.1, 0.2
2176,Westmoreland County          ,485.4 ,"2,575",stable,0.3 ,42,476.7, 494.4,-3.9, 4.7
2177,Greene County          ,485.3 ,236,stable,-3.2 ,42,457.1, 515.0,-13.1, 7.7
2178,Bradford County          ,484.0 ,418,stable,-0.8 ,42,462.5, 506.3,-5.2, 3.9
2179,Fulton County          ,483.2 ,99,stable,-4.8 ,42,440.2, 529.7,-15.6, 7.4
